order_id,customer_id,order_date,channel,status,payment_method
30158,1041,2024-01-10,Store,Completed,Wallet
30159,1017,2024-01-05,Web,Pending,Wallet
30160,1076,2024-05-02,Web,Completed,Bank Transfer
30161,1046,2024-11-25,App,Completed,Cash
30162,1032,2024-12-18,Web,Completed,Bank Transfer
30163,1079,2024-04-27,App,Completed,Cash
30164,1080,2024-10-20,Store,Completed,Card
30165,1054,2025-01-31,App,Pending,Bank Transfer
30166,1086,2024-06-07,App,Completed,Cash
30167,1092,2024-10-29,Web,Completed,Cash
30168,1020,2024-08-15,Web,Completed,Bank Transfer
30169,1033,2024-12-30,Web,Completed,Bank Transfer
30170,1074,2024-08-03,App,Completed,Cash
30171,1040,2025-03-11,Web,Completed,Bank Transfer
30172,1032,2024-07-02,Web,Completed,Wallet
30173,1114,2024-01-15,App,Completed,Bank Transfer
30174,1097,2024-06-05,Web,Completed,Bank Transfer
30175,1002,2024-05-15,Web,Returned,Bank Transfer
30176,1097,2024-09-17,Web,Returned,Cash
30177,1033,2024-06-05,Store,Completed,Wallet
30178,1105,2024-02-16,App,Completed,Card
30179,1077,2024-11-19,App,Pending,Card
30180,1030,2024-11-27,Web,Completed,Wallet
30181,1033,2024-06-21,Store,Returned,Wallet
30182,1077,2024-05-09,App,Completed,Wallet
30183,1116,2025-02-14,Web,Completed,Cash
30184,1026,2024-04-04,Store,Cancelled,Card
30185,1022,2024-04-24,Web,Pending,Wallet
30186,1103,2024-08-30,App,Completed,Cash
30187,1066,2025-02-23,App,Completed,Card
30188,1038,2024-10-18,Web,Completed,Bank Transfer
30189,1103,2024-10-08,Store,Completed,Cash
30190,1090,2024-10-25,App,Completed,Card
30191,1046,2024-10-09,App,Completed,Cash
30192,1114,2024-03-09,Web,Pending,Card
30193,1015,2024-05-27,Web,Completed,Card
30194,1098,2024-01-11,Web,Completed,Bank Transfer
30195,1106,2024-09-10,App,Completed,Cash
30196,1119,2024-11-25,Web,Completed,Wallet
30197,1044,2024-12-25,App,Completed,Bank Transfer
30198,1049,2024-02-07,App,Completed,Bank Transfer
30199,1104,2024-05-13,Web,Completed,Card
30200,1075,2024-07-18,App,Pending,Wallet
30201,1061,2024-01-23,Web,Pending,Cash
30202,1067,2024-10-29,Store,Completed,Wallet
30203,1006,2024-12-11,App,Pending,Wallet
30204,1009,2024-10-28,Web,Completed,Wallet
30205,1006,2024-12-28,Web,Completed,Wallet
30206,1073,2025-01-30,Web,Completed,Wallet
30207,1103,2024-08-05,App,Completed,Card
30208,1095,2024-05-20,App,Completed,Card
30209,1032,2024-04-13,App,Returned,Bank Transfer
30210,1041,2025-03-21,Web,Completed,Card
30211,1114,2024-07-28,Web,Returned,Bank Transfer
30212,1076,2024-04-20,Web,Completed,Bank Transfer
30213,1008,2024-04-13,App,Completed,Cash
30214,1072,2024-11-11,Store,Pending,Wallet
30215,1050,2024-06-19,Web,Completed,Card
30216,1092,2024-12-21,Web,Completed,Cash
30217,1062,2024-11-19,App,Completed,Card
30218,1084,2024-05-12,App,Completed,Bank Transfer
30219,1062,2025-01-10,App,Completed,Card
30220,1111,2024-10-19,Store,Completed,Wallet
30221,1007,2024-11-23,Web,Completed,Bank Transfer
30222,1075,2024-05-06,Web,Pending,Bank Transfer
30223,1084,2024-04-15,Store,Completed,Cash
30224,1080,2024-04-01,App,Completed,Wallet
30225,1004,2024-10-13,Web,Completed,Bank Transfer
30226,1006,2025-01-12,App,Pending,Wallet
30227,1058,2025-01-27,App,Completed,Card
30228,1022,2024-02-20,App,Completed,Wallet
30229,1026,2024-01-29,App,Completed,Bank Transfer
30230,1003,2024-10-22,Web,Completed,Cash
30231,1041,2024-10-23,App,Cancelled,Bank Transfer
30232,1060,2024-08-01,App,Completed,Wallet
30233,1106,2024-09-23,App,Completed,Wallet
30234,1014,2025-02-10,App,Completed,Bank Transfer
30235,1075,2024-09-13,App,Completed,Wallet
30236,1082,2024-10-28,Web,Pending,Card
30237,1118,2024-04-10,App,Pending,Bank Transfer
30238,1012,2025-02-08,App,Completed,Cash
30239,1087,2024-12-11,App,Returned,Bank Transfer
30240,1012,2024-04-19,App,Completed,Card
30241,1013,2025-02-23,App,Completed,Card
30242,1025,2024-06-30,App,Completed,Card
30243,1045,2024-11-08,App,Completed,Card
30244,1115,2024-01-01,Web,Cancelled,Card
30245,1019,2024-11-14,Web,Pending,Cash
30246,1055,2025-03-13,App,Completed,Wallet
30247,1110,2024-02-24,App,Returned,Card
30248,1100,2025-01-05,Web,Completed,Card
30249,1045,2025-02-27,Web,Cancelled,Bank Transfer
30250,1008,2025-02-02,App,Cancelled,Cash
30251,1093,2024-05-28,Web,Completed,Cash
30252,1119,2025-03-06,Web,Completed,Wallet
30253,1053,2024-11-04,Web,Cancelled,Cash
30254,1055,2024-05-16,Web,Completed,Bank Transfer
30255,1032,2024-07-20,Web,Cancelled,Bank Transfer
30256,1051,2025-03-11,Web,Completed,Wallet
30257,1044,2024-11-08,Web,Completed,Bank Transfer
30258,1082,2024-04-26,Store,Cancelled,Card
30259,1070,2024-06-02,App,Completed,Card
30260,1018,2025-02-28,App,Completed,Bank Transfer
30261,1083,2024-10-17,Web,Completed,Wallet
30262,1022,2024-03-03,Web,Returned,Cash
30263,1037,2024-08-31,App,Completed,Wallet
30264,1096,2024-01-25,Web,Returned,Cash
30265,1056,2024-03-30,App,Completed,Bank Transfer
30266,1105,2024-03-15,App,Pending,Bank Transfer
30267,1059,2024-10-20,App,Pending,Card
30268,1003,2025-01-20,Web,Completed,Cash
30269,1028,2025-01-25,Web,Completed,Wallet
30270,1074,2024-07-28,App,Completed,Bank Transfer
30271,1115,2025-02-21,Web,Completed,Wallet
30272,1035,2024-12-12,App,Completed,Card
30273,1061,2024-01-17,App,Completed,Cash
30274,1093,2024-05-07,Store,Completed,Cash
30275,1054,2025-03-02,Web,Completed,Bank Transfer
30276,1063,2025-03-18,App,Completed,Cash
30277,1079,2024-12-29,App,Completed,Bank Transfer
30278,1097,2024-09-07,Web,Pending,Card
30279,1007,2024-06-27,Web,Completed,Cash
30280,1076,2024-06-30,App,Completed,Bank Transfer
30281,1049,2024-05-31,Web,Completed,Wallet
30282,1094,2024-01-25,Web,Returned,Bank Transfer
30283,1085,2024-06-28,Web,Returned,Cash
30284,1031,2024-07-16,App,Returned,Card
30285,1058,2024-12-09,App,Pending,Cash
30286,1061,2024-06-09,App,Completed,Cash
30287,1024,2024-06-25,Web,Cancelled,Bank Transfer
30288,1020,2024-10-11,Web,Completed,Wallet
30289,1037,2024-03-03,App,Completed,Cash
30290,1004,2024-05-29,App,Pending,Wallet
30291,1092,2024-06-02,Web,Completed,Bank Transfer
30292,1108,2024-06-04,App,Completed,Wallet
30293,1020,2025-01-04,Store,Completed,Bank Transfer
30294,1060,2024-02-18,App,Completed,Card
30295,1024,2024-12-02,App,Completed,Wallet
30296,1050,2024-03-24,Store,Completed,Wallet
30297,1049,2024-12-26,Web,Completed,Card
30298,1051,2024-06-25,App,Completed,Wallet
30299,1096,2024-05-27,Store,Cancelled,Card
30300,1105,2024-04-27,Web,Completed,Cash
30301,1036,2024-12-07,App,Completed,Bank Transfer
30302,1117,2024-03-03,App,Returned,Card
30303,1098,2024-07-07,App,Returned,Wallet
30304,1100,2024-12-25,App,Completed,Card
30305,1066,2024-02-18,Store,Completed,Wallet
30306,1079,2024-11-22,App,Cancelled,Cash
30307,1034,2024-09-13,Web,Returned,Card
30308,1036,2024-08-11,Store,Completed,Cash
30309,1006,2024-05-20,Web,Completed,Bank Transfer
30310,1039,2024-08-02,Web,Completed,Wallet
30311,1042,2025-03-10,App,Completed,Wallet
30312,1115,2025-01-13,App,Completed,Cash
30313,1115,2025-03-15,Web,Completed,Bank Transfer
30314,1058,2024-07-29,Store,Completed,Card
30315,1118,2024-11-13,App,Completed,Card
30316,1012,2024-02-01,App,Completed,Wallet
30317,1003,2024-06-06,Web,Returned,Cash
30318,1109,2024-10-11,Store,Completed,Cash
30319,1018,2024-10-31,Store,Completed,Card
30320,1040,2025-03-04,App,Cancelled,Bank Transfer
30321,1021,2024-10-12,Web,Completed,Bank Transfer
30322,1015,2024-05-23,Web,Completed,Card
30323,1097,2025-02-27,Web,Completed,Card
30324,1099,2024-01-19,Web,Completed,Cash
30325,1026,2024-01-18,Web,Cancelled,Bank Transfer
30326,1008,2024-09-13,Store,Completed,Card
30327,1100,2024-03-18,App,Completed,Card
30328,1112,2025-01-05,Web,Completed,Wallet
30329,1094,2024-06-23,Web,Completed,Card
30330,1087,2024-07-12,Web,Pending,Card
30331,1042,2024-04-22,Web,Completed,Bank Transfer
30332,1044,2024-04-23,Web,Completed,Cash
30333,1014,2024-08-09,Web,Completed,Bank Transfer
30334,1078,2024-06-14,App,Completed,Cash
30335,1002,2025-03-10,Store,Completed,Wallet
30336,1119,2024-11-14,Web,Completed,Card
30337,1037,2024-05-11,Web,Completed,Wallet
30338,1069,2025-01-19,App,Completed,Cash
30339,1038,2024-09-20,Web,Completed,Bank Transfer
30340,1109,2025-02-16,Web,Completed,Bank Transfer
30341,1041,2024-02-24,Store,Completed,Wallet
30342,1062,2024-12-24,Web,Returned,Cash
30343,1118,2024-05-10,App,Completed,Wallet
30344,1060,2024-10-14,App,Completed,Wallet
30345,1111,2024-09-22,Web,Completed,Card
30346,1014,2024-12-31,Web,Completed,Wallet
30347,1120,2024-06-10,App,Completed,Card
30348,1103,2025-01-14,Web,Completed,Card
30349,1089,2024-03-27,Web,Completed,Bank Transfer
30350,1084,2024-02-24,App,Completed,Card
30351,1002,2024-10-14,App,Returned,Card
30352,1103,2024-06-26,Web,Cancelled,Bank Transfer
30353,1070,2025-01-25,Store,Completed,Wallet
30354,1017,2024-12-14,Web,Completed,Cash
30355,1089,2024-01-08,App,Completed,Cash
30356,1028,2024-11-16,App,Completed,Cash
30357,1066,2024-11-08,App,Pending,Wallet
30358,1035,2024-09-03,App,Completed,Card
30359,1101,2024-11-18,Store,Completed,Cash
30360,1005,2025-03-18,Web,Completed,Wallet
30361,1065,2024-09-11,App,Completed,Card
30362,1040,2024-11-23,Web,Completed,Bank Transfer
30363,1076,2024-02-23,Web,Completed,Cash
30364,1056,2024-09-05,Web,Completed,Card
30365,1036,2024-08-26,Store,Completed,Cash
30366,1045,2024-08-16,Store,Completed,Cash
30367,1023,2024-03-07,Web,Completed,Cash
30368,1047,2024-02-20,Web,Completed,Card
30369,1031,2024-04-06,App,Completed,Wallet
30370,1011,2024-04-01,Web,Completed,Card
30371,1010,2024-09-20,Web,Completed,Cash
30372,1067,2025-02-21,App,Completed,Card
30373,1118,2024-10-17,App,Pending,Bank Transfer
30374,1014,2024-04-05,Store,Completed,Wallet
30375,1080,2024-03-28,Web,Completed,Card
30376,1074,2024-03-18,Web,Completed,Bank Transfer
30377,1093,2024-10-14,App,Cancelled,Wallet
30378,1010,2024-04-29,App,Completed,Bank Transfer
30379,1076,2024-10-28,App,Completed,Wallet
30380,1094,2025-02-03,App,Pending,Card
30381,1105,2024-06-13,Web,Completed,Bank Transfer
30382,1001,2024-06-30,App,Completed,Cash
30383,1005,2025-02-01,Web,Completed,Bank Transfer
30384,1020,2024-08-10,Web,Completed,Wallet
30385,1008,2024-11-06,App,Cancelled,Card
30386,1043,2025-03-07,Web,Completed,Wallet
30387,1076,2024-01-07,Web,Completed,Bank Transfer
30388,1001,2024-11-25,Store,Returned,Bank Transfer
30389,1057,2024-09-19,App,Completed,Cash
30390,1064,2024-06-09,App,Completed,Card
30391,1118,2024-05-30,Web,Completed,Card
30392,1084,2024-03-25,App,Completed,Bank Transfer
30393,1028,2024-05-26,Web,Completed,Card
30394,1107,2024-04-21,Web,Completed,Cash
30395,1037,2025-01-15,Store,Completed,Wallet
30396,1047,2025-02-06,App,Completed,Card
30397,1101,2024-02-05,App,Completed,Bank Transfer
30398,1076,2024-10-11,Web,Completed,Wallet
30399,1037,2024-07-06,Store,Completed,Wallet
30400,1049,2024-03-22,App,Completed,Cash
30401,1113,2024-01-02,App,Completed,Bank Transfer
30402,1120,2025-01-19,App,Completed,Card
30403,1044,2024-10-29,Web,Completed,Bank Transfer
30404,1056,2024-07-15,Web,Completed,Wallet
30405,1028,2025-02-07,App,Returned,Bank Transfer
30406,1111,2024-01-11,Web,Completed,Card
30407,1079,2024-08-21,Web,Cancelled,Card
30408,1006,2025-01-20,Store,Completed,Cash
30409,1108,2024-07-13,App,Cancelled,Card
30410,1061,2024-04-28,App,Completed,Card
30411,1020,2025-01-30,App,Returned,Bank Transfer
30412,1114,2024-01-20,App,Completed,Bank Transfer
30413,1078,2024-09-17,Web,Completed,Wallet
30414,1002,2024-10-19,Web,Completed,Cash
30415,1073,2025-02-25,Web,Completed,Bank Transfer
30416,1037,2024-09-12,Web,Completed,Card
30417,1020,2024-08-09,App,Completed,Wallet
30418,1026,2025-01-27,Web,Completed,Bank Transfer
30419,1029,2024-08-13,App,Completed,Cash
30420,1001,2024-02-22,Web,Completed,Cash
30421,1119,2025-03-03,Web,Completed,Wallet
30422,1035,2024-12-20,Web,Pending,Wallet
30423,1070,2024-12-07,Web,Completed,Wallet
30424,1101,2024-12-29,Web,Pending,Wallet
30425,1117,2024-10-06,Web,Completed,Wallet
30426,1059,2024-03-21,Web,Returned,Card
30427,1069,2024-07-20,App,Cancelled,Card
30428,1033,2024-06-06,Web,Completed,Bank Transfer
30429,1113,2024-04-29,Web,Completed,Cash
30430,1051,2024-02-28,App,Completed,Card
30431,1078,2024-08-02,Web,Cancelled,Card
30432,1012,2024-05-07,Store,Completed,Card
30433,1106,2024-08-11,App,Completed,Bank Transfer
30434,1020,2024-07-27,Web,Completed,Wallet
30435,1053,2025-01-04,App,Pending,Bank Transfer
30436,1114,2024-04-24,Web,Returned,Cash
30437,1088,2024-07-27,App,Pending,Cash
30438,1043,2024-01-14,Web,Completed,Cash
30439,1098,2024-01-09,Store,Completed,Cash
30440,1089,2024-02-09,Web,Completed,Card
30441,1050,2025-03-25,App,Completed,Card
30442,1029,2024-08-24,App,Completed,Bank Transfer
30443,1057,2024-10-07,Web,Completed,Wallet
30444,1039,2024-12-24,Web,Completed,Cash
30445,1095,2024-07-19,App,Completed,Bank Transfer
30446,1056,2024-09-02,App,Pending,Card
30447,1111,2024-10-04,Web,Completed,Card
30448,1043,2024-08-22,App,Returned,Wallet
30449,1050,2024-01-04,Store,Completed,Wallet
30450,1023,2024-06-02,Store,Completed,Wallet
30451,1044,2025-03-17,Web,Completed,Bank Transfer
30452,1038,2024-01-29,App,Completed,Card
30453,1084,2024-04-18,Web,Completed,Card
30454,1023,2024-04-07,Store,Completed,Wallet
30455,1045,2024-08-02,App,Completed,Cash
30456,1052,2024-10-19,Web,Completed,Wallet
30457,1080,2024-03-15,App,Completed,Bank Transfer
30458,1050,2024-11-21,Web,Pending,Wallet
30459,1106,2024-05-25,Store,Cancelled,Wallet
30460,1119,2024-05-07,Store,Completed,Bank Transfer
30461,1008,2024-12-06,App,Completed,Wallet
30462,1114,2024-02-11,Web,Cancelled,Card
30463,1085,2024-12-21,App,Cancelled,Cash
30464,1001,2024-02-10,Web,Completed,Wallet
30465,1119,2025-02-25,Web,Pending,Bank Transfer
30466,1008,2024-02-03,App,Completed,Cash
30467,1029,2024-01-17,Web,Pending,Bank Transfer
30468,1096,2024-06-13,Web,Pending,Cash
30469,1102,2024-06-01,Store,Completed,Cash
30470,1005,2025-01-12,Web,Completed,Wallet
30471,1111,2024-03-16,Web,Pending,Card
30472,1086,2024-03-27,Store,Completed,Wallet
30473,1047,2024-04-26,Web,Completed,Bank Transfer
30474,1034,2024-12-27,App,Pending,Bank Transfer
30475,1065,2024-12-07,Store,Completed,Cash
30476,1055,2024-01-27,Store,Completed,Cash
30477,1119,2024-11-08,App,Completed,Card
30478,1090,2024-10-13,Web,Completed,Wallet
30479,1043,2024-05-13,Web,Completed,Bank Transfer
30480,1074,2024-08-06,App,Completed,Cash
30481,1030,2024-06-16,Store,Completed,Card
30482,1114,2024-04-07,App,Completed,Bank Transfer
30483,1082,2024-09-24,Web,Completed,Cash
30484,1017,2024-08-24,Web,Completed,Bank Transfer
30485,1026,2024-11-04,Web,Completed,Card
30486,1008,2025-01-28,App,Completed,Card
30487,1047,2024-06-21,Web,Completed,Bank Transfer
30488,1104,2025-02-04,Store,Completed,Wallet
30489,1113,2025-02-13,App,Completed,Bank Transfer
30490,1076,2024-07-08,Web,Pending,Cash
30491,1091,2024-05-01,App,Completed,Wallet
30492,1072,2024-02-15,Web,Completed,Cash
30493,1089,2024-03-04,App,Completed,Bank Transfer
30494,1046,2024-05-09,App,Completed,Wallet
30495,1068,2024-11-05,App,Completed,Cash
30496,1033,2024-12-28,App,Completed,Bank Transfer
30497,1001,2024-07-11,Web,Completed,Bank Transfer
30498,1019,2024-11-02,Web,Completed,Wallet
30499,1031,2024-06-29,App,Completed,Bank Transfer
30500,1080,2024-10-18,Web,Completed,Card
30501,1014,2025-01-05,Web,Completed,Cash
30502,1053,2024-10-08,Web,Completed,Cash
30503,1048,2024-01-29,App,Completed,Bank Transfer
30504,1069,2024-05-28,Web,Completed,Bank Transfer
30505,1105,2024-09-23,App,Completed,Card
30506,1090,2024-10-22,Store,Completed,Wallet
30507,1062,2024-01-11,Web,Completed,Bank Transfer
30508,1092,2024-06-12,Web,Completed,Bank Transfer
30509,1066,2024-04-22,Web,Completed,Bank Transfer
30510,1114,2024-07-05,Store,Completed,Bank Transfer
30511,1064,2024-10-21,Web,Completed,Cash
30512,1070,2024-08-19,Web,Pending,Bank Transfer
30513,1063,2024-08-14,Web,Completed,Cash
30514,1073,2024-11-05,App,Completed,Bank Transfer
30515,1033,2024-04-07,Web,Completed,Wallet
30516,1041,2024-02-24,App,Completed,Card
30517,1089,2024-04-20,Store,Completed,Wallet
30518,1048,2024-05-31,Web,Completed,Bank Transfer
30519,1013,2024-09-02,App,Completed,Bank Transfer
30520,1073,2025-02-09,Web,Pending,Bank Transfer
30521,1117,2024-03-09,Store,Completed,Wallet
30522,1077,2024-11-07,App,Pending,Bank Transfer
30523,1031,2024-10-15,Store,Completed,Wallet
30524,1105,2024-09-06,Web,Completed,Cash
30525,1075,2024-02-05,Web,Completed,Card
30526,1068,2024-08-26,Web,Completed,Card
30527,1098,2024-05-27,Web,Completed,Wallet
30528,1102,2024-08-14,Web,Completed,Cash
30529,1110,2024-08-31,Web,Completed,Wallet
30530,1004,2024-12-02,Web,Completed,Cash
30531,1102,2025-03-21,Web,Completed,Bank Transfer
30532,1019,2024-12-30,App,Returned,Cash
30533,1070,2024-07-19,App,Completed,Cash
30534,1098,2024-06-02,Web,Cancelled,Cash
30535,1082,2025-03-25,Web,Returned,Card
30536,1013,2024-03-13,Web,Cancelled,Cash
30537,1105,2024-07-19,Store,Completed,Bank Transfer
30538,1023,2024-10-22,Web,Completed,Bank Transfer
30539,1083,2024-01-17,App,Pending,Bank Transfer
30540,1109,2024-05-08,Store,Completed,Cash
30541,1075,2024-08-04,App,Completed,Wallet
30542,1001,2024-03-01,App,Completed,Wallet
30543,1088,2025-03-02,App,Completed,Bank Transfer
30544,1054,2024-04-13,Store,Completed,Card
30545,1071,2024-02-11,App,Completed,Wallet
30546,1089,2024-01-25,App,Cancelled,Cash
30547,1085,2024-02-08,App,Completed,Wallet
30548,1015,2024-10-17,App,Pending,Bank Transfer
30549,1065,2024-05-10,App,Completed,Card
30550,1076,2024-08-16,Web,Completed,Wallet
30551,1071,2024-04-17,Web,Completed,Wallet
30552,1015,2024-06-20,Web,Completed,Bank Transfer
30553,1021,2025-03-10,Web,Pending,Card
30554,1019,2024-04-11,Web,Completed,Card
30555,1060,2024-12-19,Web,Completed,Bank Transfer
30556,1093,2024-01-12,App,Completed,Cash
30557,1089,2024-10-01,Web,Completed,Wallet
30558,1033,2024-04-10,App,Completed,Cash
30559,1049,2024-02-13,Web,Completed,Wallet
