event_id,session_id,customer_id,event_time,event_type,device,traffic_source,page
500198,S100648,1111,2024-12-12 15:58:00,page_view,mobile,ads,/blog
500199,S100338,1047,2024-11-29 01:02:00,purchase,desktop,email,/cart
500200,S100511,1042,2024-11-20 13:44:00,add_to_cart,mobile,ads,/checkout
500201,S100265,1067,2025-02-13 23:31:00,purchase,desktop,email,/search
500202,S100186,1006,2024-11-27 04:59:00,page_view,mobile,email,/checkout
500203,S100039,,2025-01-28 20:17:00,page_view,desktop,email,/cart
500204,S100492,1019,2025-02-05 20:21:00,search,desktop,direct,/search
500205,S100678,1116,2024-11-13 01:12:00,page_view,mobile,email,/home
500206,S100390,1011,2025-01-28 01:08:00,page_view,mobile,social,/search
500207,S100259,1106,2025-01-21 20:03:00,add_to_cart,mobile,organic,/home
500208,S100654,1020,2025-02-14 17:00:00,page_view,mobile,email,/product
500209,S100715,1005,2024-11-23 02:28:00,page_view,mobile,organic,/search
500210,S100175,1093,2024-12-18 06:00:00,page_view,mobile,organic,/search
500211,S100773,1036,2025-01-05 11:19:00,search,desktop,social,/checkout
500212,S100763,1092,2025-01-05 13:50:00,add_to_cart,mobile,organic,/checkout
500213,S100328,1072,2025-02-28 07:03:00,page_view,desktop,organic,/cart
500214,S100199,1014,2025-01-20 12:37:00,search,desktop,organic,/home
500215,S100710,1120,2024-11-13 07:48:00,page_view,desktop,ads,/blog
500216,S100195,1058,2025-01-01 13:16:00,checkout,desktop,email,/checkout
500217,S100588,1095,2025-02-23 10:03:00,purchase,mobile,email,/cart
500218,S100530,1065,2025-01-19 23:18:00,add_to_cart,desktop,organic,/home
500219,S100061,1078,2024-11-08 02:46:00,page_view,mobile,social,/home
500220,S100326,1039,2024-12-12 05:55:00,search,tablet,ads,/home
500221,S100280,1026,2025-02-22 13:58:00,search,desktop,social,/product
500222,S100761,1070,2025-02-21 02:12:00,purchase,desktop,social,/home
500223,S100226,1057,2024-12-05 22:20:00,purchase,mobile,organic,/cart
500224,S100638,1051,2025-02-02 03:58:00,checkout,desktop,direct,/home
500225,S100057,1087,2024-11-11 07:40:00,page_view,desktop,organic,/blog
500226,S100476,1089,2024-11-12 19:33:00,purchase,desktop,direct,/blog
500227,S100375,1006,2025-02-05 03:59:00,search,mobile,ads,/home
500228,S100715,1044,2024-11-24 07:02:00,add_to_cart,tablet,direct,/cart
500229,S100242,1053,2024-11-18 07:35:00,page_view,mobile,organic,/search
500230,S100366,1013,2024-12-05 01:59:00,page_view,desktop,organic,/home
500231,S100499,1031,2024-11-24 16:31:00,page_view,desktop,social,/cart
500232,S100251,1007,2024-12-10 06:30:00,page_view,mobile,organic,/checkout
500233,S100321,,2024-12-24 10:35:00,page_view,mobile,organic,/cart
500234,S100375,1095,2024-11-29 04:05:00,checkout,desktop,email,/product
500235,S100408,1012,2024-11-14 09:23:00,page_view,mobile,email,/checkout
500236,S100710,1003,2024-12-17 03:50:00,page_view,mobile,social,/blog
500237,S100487,1093,2024-12-31 08:36:00,page_view,desktop,direct,/blog
500238,S100342,1057,2024-12-26 05:52:00,page_view,desktop,direct,/search
500239,S100239,1101,2024-11-27 13:13:00,purchase,desktop,email,/search
500240,S100138,1119,2024-11-16 18:15:00,page_view,mobile,ads,/cart
500241,S100121,1077,2025-01-27 19:20:00,page_view,mobile,email,/cart
500242,S100419,1024,2024-12-27 10:17:00,checkout,desktop,ads,/home
500243,S100560,1101,2024-11-02 01:05:00,checkout,mobile,direct,/home
500244,S100303,,2025-02-03 17:55:00,page_view,desktop,email,/blog
500245,S100114,1075,2024-12-01 06:54:00,add_to_cart,desktop,organic,/product
500246,S100342,1088,2024-11-01 16:50:00,search,mobile,ads,/home
500247,S100250,1044,2025-01-30 16:00:00,add_to_cart,mobile,ads,/blog
500248,S100006,1049,2025-02-13 19:33:00,page_view,tablet,ads,/cart
500249,S100730,1095,2025-02-16 18:37:00,purchase,mobile,direct,/cart
500250,S100588,1119,2025-02-06 12:41:00,page_view,desktop,social,/home
500251,S100178,1081,2024-12-19 04:33:00,page_view,tablet,organic,/product
500252,S100144,1102,2025-02-18 13:03:00,page_view,tablet,email,/blog
500253,S100415,1023,2024-12-15 19:12:00,page_view,mobile,ads,/cart
500254,S100665,1028,2025-01-08 01:46:00,purchase,mobile,direct,/blog
500255,S100120,1069,2024-12-23 12:56:00,search,tablet,ads,/product
500256,S100123,1023,2025-01-07 20:06:00,page_view,desktop,email,/cart
500257,S100149,1082,2024-11-11 18:09:00,page_view,mobile,organic,/blog
500258,S100396,1038,2024-12-12 12:29:00,page_view,mobile,ads,/product
500259,S100380,1102,2024-12-19 13:25:00,purchase,mobile,direct,/product
500260,S100779,1104,2024-12-05 12:23:00,search,desktop,direct,/product
500261,S100000,1060,2024-12-24 05:05:00,search,mobile,social,/home
500262,S100672,1024,2025-01-14 16:15:00,add_to_cart,desktop,direct,/search
500263,S100243,1083,2024-11-03 02:51:00,add_to_cart,desktop,social,/blog
500264,S100397,,2025-02-26 11:22:00,search,desktop,organic,/product
500265,S100250,1080,2024-11-21 00:05:00,page_view,desktop,email,/blog
500266,S100575,1005,2025-01-05 22:58:00,checkout,desktop,social,/product
500267,S100298,1003,2024-12-01 22:37:00,add_to_cart,mobile,ads,/blog
500268,S100759,1042,2025-02-01 19:07:00,add_to_cart,mobile,ads,/cart
500269,S100296,1026,2024-12-05 21:21:00,purchase,desktop,email,/blog
500270,S100499,1105,2025-01-28 18:38:00,add_to_cart,mobile,direct,/search
500271,S100114,1109,2024-12-16 19:54:00,add_to_cart,mobile,ads,/cart
500272,S100000,1034,2025-01-19 04:05:00,purchase,mobile,social,/cart
500273,S100552,1042,2024-11-12 03:46:00,page_view,mobile,email,/product
500274,S100684,1031,2025-02-03 07:13:00,page_view,desktop,ads,/checkout
500275,S100599,1117,2024-12-25 03:42:00,search,desktop,direct,/search
500276,S100481,1065,2024-11-05 09:04:00,page_view,mobile,direct,/cart
500277,S100609,1085,2024-11-30 20:07:00,add_to_cart,desktop,ads,/checkout
500278,S100599,1054,2024-12-25 16:43:00,add_to_cart,mobile,email,/checkout
500279,S100762,1081,2024-11-29 02:22:00,add_to_cart,desktop,organic,/cart
500280,S100509,1050,2025-01-23 13:56:00,purchase,mobile,ads,/product
500281,S100334,1044,2024-12-20 21:14:00,page_view,desktop,direct,/home
500282,S100464,1082,2025-01-17 02:23:00,add_to_cart,mobile,organic,/cart
500283,S100140,1076,2025-01-21 18:51:00,search,mobile,email,/product
500284,S100582,1038,2024-12-23 16:02:00,page_view,desktop,direct,/search
500285,S100136,1020,2024-11-02 19:09:00,page_view,mobile,email,/product
500286,S100610,1048,2025-01-26 19:43:00,checkout,tablet,ads,/checkout
500287,S100662,1054,2025-02-25 18:30:00,search,desktop,email,/search
500288,S100686,1081,2024-12-09 03:18:00,add_to_cart,mobile,direct,/search
500289,S100166,1118,2025-02-09 11:13:00,search,desktop,ads,/home
500290,S100342,1005,2024-11-06 08:31:00,page_view,mobile,direct,/home
500291,S100409,1032,2024-12-12 06:30:00,page_view,mobile,direct,/cart
500292,S100768,1025,2025-01-11 06:05:00,page_view,tablet,organic,/product
500293,S100735,1065,2024-11-03 18:10:00,purchase,mobile,social,/cart
500294,S100064,1056,2024-12-19 06:55:00,page_view,desktop,email,/home
500295,S100580,1094,2024-12-31 02:50:00,purchase,mobile,email,/checkout
500296,S100066,1032,2025-01-24 05:55:00,purchase,desktop,organic,/home
500297,S100432,1077,2025-02-25 03:28:00,purchase,mobile,email,/product
500298,S100049,1114,2025-01-17 20:31:00,page_view,mobile,organic,/checkout
500299,S100313,1117,2024-11-29 23:30:00,purchase,tablet,email,/cart
500300,S100308,,2025-02-09 07:37:00,page_view,mobile,email,/cart
500301,S100602,1100,2025-01-25 14:12:00,page_view,desktop,direct,/home
500302,S100114,1117,2025-02-04 03:42:00,page_view,mobile,organic,/home
500303,S100568,1031,2025-02-16 06:30:00,purchase,mobile,email,/blog
500304,S100341,1026,2025-02-17 13:49:00,page_view,desktop,social,/cart
500305,S100529,1001,2025-02-18 14:33:00,search,mobile,organic,/cart
500306,S100783,1091,2024-12-15 09:44:00,page_view,mobile,organic,/search
500307,S100641,,2025-02-21 22:05:00,page_view,desktop,organic,/product
500308,S100494,1024,2025-01-14 14:37:00,page_view,desktop,direct,/search
500309,S100268,1082,2025-01-28 01:14:00,checkout,mobile,organic,/search
500310,S100079,1096,2024-12-21 02:03:00,search,mobile,direct,/cart
500311,S100455,1119,2024-11-16 21:20:00,checkout,desktop,social,/blog
500312,S100298,1083,2024-12-31 23:49:00,add_to_cart,tablet,ads,/product
500313,S100201,,2025-02-01 02:33:00,purchase,tablet,direct,/cart
500314,S100502,1045,2024-12-07 22:45:00,search,desktop,email,/search
500315,S100736,1045,2025-01-14 06:28:00,search,mobile,organic,/search
500316,S100670,1070,2024-12-12 12:50:00,search,desktop,ads,/cart
500317,S100715,1050,2025-01-18 12:49:00,page_view,desktop,direct,/home
500318,S100648,1001,2024-12-15 18:42:00,checkout,mobile,email,/home
500319,S100484,1094,2024-12-19 01:12:00,search,mobile,ads,/cart
500320,S100584,1097,2024-12-31 12:34:00,add_to_cart,mobile,social,/checkout
500321,S100559,1096,2024-12-30 18:26:00,add_to_cart,desktop,direct,/checkout
500322,S100017,1045,2025-02-19 16:42:00,page_view,mobile,direct,/home
500323,S100477,1067,2025-02-11 05:31:00,search,mobile,social,/product
500324,S100487,1047,2025-01-29 05:54:00,page_view,mobile,direct,/blog
500325,S100778,1003,2024-11-23 21:37:00,search,mobile,organic,/search
500326,S100445,1073,2024-11-04 11:03:00,search,mobile,direct,/product
500327,S100339,1016,2025-02-27 17:41:00,purchase,desktop,organic,/home
500328,S100530,1011,2024-12-05 01:09:00,page_view,mobile,direct,/cart
500329,S100611,1097,2025-02-14 20:01:00,page_view,desktop,email,/checkout
500330,S100115,1002,2025-01-25 04:28:00,page_view,desktop,email,/home
500331,S100073,,2025-02-25 12:46:00,page_view,desktop,ads,/product
500332,S100791,1067,2024-11-30 17:57:00,add_to_cart,desktop,email,/product
500333,S100268,,2025-01-21 14:32:00,checkout,mobile,social,/blog
500334,S100636,1008,2024-12-17 09:06:00,add_to_cart,mobile,ads,/home
500335,S100115,1075,2024-11-04 07:18:00,checkout,mobile,email,/search
500336,S100685,1045,2025-01-11 07:07:00,page_view,tablet,organic,/product
500337,S100692,1109,2025-01-15 01:59:00,page_view,mobile,direct,/search
500338,S100737,1047,2025-01-09 13:17:00,page_view,desktop,email,/search
500339,S100668,1034,2024-12-28 09:53:00,checkout,desktop,organic,/cart
500340,S100163,1110,2025-01-07 19:19:00,add_to_cart,tablet,ads,/home
500341,S100582,1049,2025-02-15 04:24:00,add_to_cart,desktop,direct,/home
500342,S100221,1003,2025-02-01 07:40:00,page_view,desktop,email,/search
500343,S100125,1051,2025-01-19 18:29:00,page_view,mobile,ads,/cart
500344,S100656,1084,2024-11-14 16:48:00,purchase,desktop,email,/product
500345,S100175,1033,2025-01-11 21:42:00,page_view,mobile,ads,/product
500346,S100663,1056,2025-01-04 23:25:00,add_to_cart,desktop,email,/home
500347,S100693,1008,2025-02-27 16:49:00,page_view,mobile,organic,/search
500348,S100374,1076,2025-02-19 14:15:00,page_view,mobile,social,/cart
500349,S100497,1097,2025-02-13 04:12:00,add_to_cart,desktop,organic,/cart
500350,S100084,1053,2025-01-26 19:39:00,page_view,mobile,direct,/product
500351,S100382,1054,2025-02-03 16:32:00,add_to_cart,desktop,email,/product
500352,S100632,1012,2025-01-11 05:08:00,add_to_cart,desktop,social,/checkout
500353,S100640,1026,2025-02-01 12:36:00,search,desktop,social,/checkout
500354,S100462,1020,2025-01-24 05:29:00,add_to_cart,mobile,direct,/search
500355,S100450,1062,2025-01-29 15:08:00,search,mobile,direct,/checkout
500356,S100517,1068,2024-12-26 07:04:00,page_view,desktop,social,/cart
500357,S100694,,2025-02-12 19:17:00,add_to_cart,desktop,direct,/checkout
500358,S100549,1010,2024-11-02 23:01:00,search,mobile,direct,/home
500359,S100115,1077,2024-12-09 06:10:00,page_view,mobile,email,/home
500360,S100613,1068,2025-02-15 15:48:00,checkout,mobile,organic,/blog
500361,S100007,1067,2025-02-07 07:05:00,search,tablet,ads,/product
500362,S100217,1112,2024-12-03 06:14:00,checkout,mobile,social,/product
500363,S100718,1027,2025-01-12 09:53:00,checkout,mobile,ads,/search
500364,S100589,1006,2025-01-12 13:12:00,page_view,desktop,social,/home
500365,S100403,1087,2025-02-17 05:50:00,search,mobile,social,/blog
500366,S100566,1045,2025-01-31 14:55:00,page_view,tablet,organic,/search
500367,S100303,1003,2024-11-12 05:08:00,page_view,mobile,social,/search
500368,S100466,1033,2024-12-31 02:25:00,checkout,mobile,social,/checkout
500369,S100739,1040,2024-12-08 19:39:00,add_to_cart,mobile,organic,/product
500370,S100087,1080,2024-12-29 11:44:00,page_view,mobile,direct,/search
500371,S100009,1023,2024-12-16 23:09:00,search,mobile,ads,/search
500372,S100307,1053,2025-02-05 16:01:00,purchase,mobile,social,/product
500373,S100433,1062,2025-01-03 20:34:00,search,mobile,organic,/product
500374,S100163,1059,2024-11-17 01:18:00,add_to_cart,desktop,social,/home
500375,S100238,,2025-01-31 07:55:00,add_to_cart,mobile,organic,/product
